sequence_id,video_id,source_csv,label,label_name,sequence_index,start_frame,end_frame,start_frame_local,end_frame_local,valid_length,sequence_length,feature_dim,num_original_frames,is_padded,is_all_zero,zero_ratio,split
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_496_resized__seq_0001,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_496_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_496_resized_processed.csv,0,Not_Fall,1,20,119,20,119,100,100,30,120,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_497_resized__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_497_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_497_resized_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,120,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_497_resized__seq_0001,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_497_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_497_resized_processed.csv,0,Not_Fall,1,20,119,20,119,100,100,30,120,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_500__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_500,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_500_processed.csv,0,Not_Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_502__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_502,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_502_processed.csv,0,Not_Fall,0,0,29,0,29,30,100,30,30,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_503__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_503,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_503_processed.csv,0,Not_Fall,0,0,29,0,29,30,100,30,30,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_505__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_505,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_505_processed.csv,0,Not_Fall,0,0,29,0,29,30,100,30,30,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_50__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_50,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_50_processed.csv,0,Not_Fall,0,0,95,0,95,96,100,30,96,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_515__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_515,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_515_processed.csv,0,Not_Fall,0,0,29,0,29,30,100,30,30,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_516_resized__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_516_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_516_resized_processed.csv,0,Not_Fall,0,0,29,0,29,30,100,30,30,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_51__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_51,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_51_processed.csv,0,Not_Fall,0,0,95,0,95,96,100,30,96,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_521__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_521,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_521_processed.csv,0,Not_Fall,0,0,59,0,59,60,100,30,60,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_524_resized__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_524_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_524_resized_processed.csv,0,Not_Fall,0,0,90,0,90,91,100,30,91,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_526_resized__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_526_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_526_resized_processed.csv,0,Not_Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_529_resized__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_529_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_529_resized_processed.csv,0,Not_Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_530_resized__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_530_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_530_resized_processed.csv,0,Not_Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_531_resized__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_531_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_531_resized_processed.csv,0,Not_Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_533_resized__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_533_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_533_resized_processed.csv,0,Not_Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_534_resized__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_534_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_534_resized_processed.csv,0,Not_Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_535_resized__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_535_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_535_resized_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,120,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_535_resized__seq_0001,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_535_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_535_resized_processed.csv,0,Not_Fall,1,20,119,20,119,100,100,30,120,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_539__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_539,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_539_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,150,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_539__seq_0001,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_539,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_539_processed.csv,0,Not_Fall,1,30,129,30,129,100,100,30,150,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_539__seq_0002,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_539,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_539_processed.csv,0,Not_Fall,2,50,149,50,149,100,100,30,150,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_53__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_53,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_53_processed.csv,0,Not_Fall,0,0,95,0,95,96,100,30,96,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_540__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_540,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_540_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,150,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_540__seq_0001,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_540,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_540_processed.csv,0,Not_Fall,1,30,129,30,129,100,100,30,150,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_540__seq_0002,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_540,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_540_processed.csv,0,Not_Fall,2,50,149,50,149,100,100,30,150,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_541__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_541,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_541_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,120,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_541__seq_0001,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_541,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_541_processed.csv,0,Not_Fall,1,20,119,20,119,100,100,30,120,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_542__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_542,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_542_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,150,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_542__seq_0001,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_542,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_542_processed.csv,0,Not_Fall,1,30,129,30,129,100,100,30,150,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_542__seq_0002,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_542,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_542_processed.csv,0,Not_Fall,2,50,149,50,149,100,100,30,150,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_543__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_543,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_543_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,120,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_543__seq_0001,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_543,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_543_processed.csv,0,Not_Fall,1,20,119,20,119,100,100,30,120,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,240,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544__seq_0001,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544_processed.csv,0,Not_Fall,1,30,129,30,129,100,100,30,240,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544__seq_0002,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544_processed.csv,0,Not_Fall,2,60,159,60,159,100,100,30,240,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544__seq_0003,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544_processed.csv,0,Not_Fall,3,90,189,90,189,100,100,30,240,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544__seq_0004,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544_processed.csv,0,Not_Fall,4,120,219,120,219,100,100,30,240,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544__seq_0005,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_544_processed.csv,0,Not_Fall,5,140,239,140,239,100,100,30,240,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_545__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_545,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_545_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,150,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_545__seq_0001,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_545,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_545_processed.csv,0,Not_Fall,1,30,129,30,129,100,100,30,150,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_545__seq_0002,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_545,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_545_processed.csv,0,Not_Fall,2,50,149,50,149,100,100,30,150,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_546__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_546,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_546_processed.csv,0,Not_Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_547__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_547,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_547_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,120,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_547__seq_0001,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_547,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_547_processed.csv,0,Not_Fall,1,20,119,20,119,100,100,30,120,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_548__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_548,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_548_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,120,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_548__seq_0001,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_548,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_548_processed.csv,0,Not_Fall,1,20,119,20,119,100,100,30,120,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_54__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_54,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_54_processed.csv,0,Not_Fall,0,0,95,0,95,96,100,30,96,1,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,241,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized__seq_0001,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized_processed.csv,0,Not_Fall,1,30,129,30,129,100,100,30,241,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized__seq_0002,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized_processed.csv,0,Not_Fall,2,60,159,60,159,100,100,30,241,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized__seq_0003,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized_processed.csv,0,Not_Fall,3,90,189,90,189,100,100,30,241,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized__seq_0004,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized_processed.csv,0,Not_Fall,4,120,219,120,219,100,100,30,241,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized__seq_0005,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_550_resized_processed.csv,0,Not_Fall,5,141,240,141,240,100,100,30,241,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_551_resized__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_551_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_551_resized_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,181,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_551_resized__seq_0001,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_551_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_551_resized_processed.csv,0,Not_Fall,1,30,129,30,129,100,100,30,181,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_551_resized__seq_0002,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_551_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_551_resized_processed.csv,0,Not_Fall,2,60,159,60,159,100,100,30,181,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_551_resized__seq_0003,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_551_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_551_resized_processed.csv,0,Not_Fall,3,81,180,81,180,100,100,30,181,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_553_resized__seq_0000,Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_553_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Sit_nf_raw_c_3_C_N_553_resized_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,181,0,0,0.0666666666666666,train
